date,state,Location Abbr,change_infection,positiveIncrease,positive,stay_at_home_order,mask_mandates,travel_restrictions,restaurant_limit
20200314,MS,Mississippi,1.5,2,6,0,0,0,0
20200604,MT,Montana,1.026666667,14,539,0,0,0,0
20200603,MT,Montana,1.003824092,2,525,0,0,0,0
20200602,MT,Montana,1.007707129,4,523,0,0,0,0
20200601,MT,Montana,1.00776699,4,519,0,0,1,0
20200531,MT,Montana,1.01980198,10,515,0,0,1,0
20200530,MT,Montana,1.024340771,12,505,0,0,1,0
20200529,MT,Montana,1.016494845,8,493,0,0,1,0
20200528,MT,Montana,1.008316008,4,485,0,0,1,0
20200527,MT,Montana,1.004175365,2,481,0,0,1,0
20200526,MT,Montana,1,0,479,0,0,1,0
20200525,MT,Montana,1,0,479,0,0,1,0
20200524,MT,Montana,1,0,479,0,0,1,0
20200523,MT,Montana,1,0,479,0,0,1,0
20200522,MT,Montana,1,0,479,0,0,1,0
20200521,MT,Montana,1.00209205,1,479,0,0,1,0
20200520,MT,Montana,1.014861996,7,478,0,0,1,0
20200519,MT,Montana,1.00212766,1,471,0,0,1,0
20200518,MT,Montana,1.004273504,2,470,0,0,1,0
20200517,MT,Montana,1,0,468,0,0,1,0
20200516,MT,Montana,1.004291845,2,468,0,0,1,0
20200515,MT,Montana,1.008658009,4,466,0,0,1,0
20200514,MT,Montana,1,0,462,0,0,1,0
20200513,MT,Montana,1.002169197,1,462,0,0,1,0
20200512,MT,Montana,1.004357298,2,461,0,0,1,0
20200511,MT,Montana,1.002183406,1,459,0,0,1,0
20200510,MT,Montana,1,0,458,0,0,1,0
20200509,MT,Montana,1,0,458,0,0,1,0
20200508,MT,Montana,1.004385965,2,458,0,0,1,0
20200507,MT,Montana,1,0,456,0,0,1,0
20200506,MT,Montana,1,0,456,0,0,1,0
20200505,MT,Montana,0.997811816,-1,456,0,0,1,0
20200504,MT,Montana,1.004395604,2,457,0,0,1,0
20200503,MT,Montana,1,0,455,0,0,1,0
20200502,MT,Montana,1.004415011,2,455,0,0,1,1
20200501,MT,Montana,1,0,453,0,0,1,1
20200430,MT,Montana,1.00443459,2,453,0,0,1,1
20200429,MT,Montana,1,0,451,0,0,1,1
20200428,MT,Montana,1.004454343,2,451,0,0,1,1
20200427,MT,Montana,1.002232143,1,449,0,0,1,1
20200426,MT,Montana,1.006741573,3,448,1,0,1,1
20200425,MT,Montana,1.002252252,1,445,1,0,1,1
20200424,MT,Montana,1.004524887,2,444,1,0,1,1
20200423,MT,Montana,1.006833713,3,442,1,0,1,1
20200422,MT,Montana,1.004576659,2,439,1,0,1,1
20200421,MT,Montana,1.009237875,4,437,1,0,1,1
20200420,MT,Montana,1,0,433,1,0,1,1
20200419,MT,Montana,1.016431925,7,433,1,0,1,1
20200418,MT,Montana,1.009478673,4,426,1,0,1,1
20200417,MT,Montana,1.01686747,7,422,1,0,1,1
20200416,MT,Montana,1.027227723,11,415,1,0,1,1
20200415,MT,Montana,1.012531328,5,404,1,0,1,1
20200414,MT,Montana,1.012690355,5,399,1,0,1,1
20200413,MT,Montana,1.018087855,7,394,1,0,1,1
20200412,MT,Montana,1.026525199,10,387,1,0,1,1
20200411,MT,Montana,1.032876712,12,377,1,0,1,1
20200410,MT,Montana,1.031073446,11,365,1,0,1,1
20200409,MT,Montana,1.06626506,22,354,1,0,1,1
20200408,MT,Montana,1.040752351,13,332,1,0,1,1
20200407,MT,Montana,1.066889632,20,319,1,0,1,1
20200406,MT,Montana,1.045454545,13,299,1,0,1,1
20200405,MT,Montana,1.079245283,21,286,1,0,1,1
20200404,MT,Montana,1.090534979,22,265,1,0,1,1
20200403,MT,Montana,1.070484581,16,243,1,0,1,1
20200402,MT,Montana,1.091346154,19,227,1,0,1,1
20200401,MT,Montana,1.130434783,24,208,1,0,1,1
20200331,MT,Montana,1.076023392,13,184,1,0,1,1
20200330,MT,Montana,1.11038961,17,171,1,0,1,1
20200329,MT,Montana,1.19379845,25,154,1,0,0,1
20200328,MT,Montana,1.194444444,21,129,1,0,0,1
20200327,MT,Montana,1.521126761,37,108,0,0,0,1
20200326,MT,Montana,1.339622642,18,71,0,0,0,1
20200325,MT,Montana,1.152173913,7,53,0,0,0,1
20200324,MT,Montana,1.352941176,12,46,0,0,0,1
20200323,MT,Montana,1.096774194,3,34,0,0,0,1
20200322,MT,Montana,1.55,11,31,0,0,0,1
20200321,MT,Montana,1.25,4,20,0,0,0,1
20200320,MT,Montana,1.333333333,4,16,0,0,0,1
20200319,MT,Montana,1.2,2,12,0,0,0,1
20200318,MT,Montana,1.25,2,10,0,0,0,1
20200317,MT,Montana,1.142857143,1,8,0,0,0,0
20200316,MT,Montana,1,0,7,0,0,0,0
20200315,MT,Montana,1.4,2,7,0,0,0,0
20200314,MT,Montana,5,4,5,0,0,0,0
20200604,NC,North Carolina,1.038632745,1189,31966,0,0,0,0
20200603,NC,North Carolina,1.029709927,888,30777,0,0,0,0
20200602,NC,North Carolina,1.021392202,626,29889,0,0,0,0
20200601,NC,North Carolina,1.023575501,674,29263,0,0,0,0
20200531,NC,North Carolina,1.033100856,916,28589,0,0,0,0
20200530,NC,North Carolina,1.04473724,1185,27673,0,0,0,0
20200529,NC,North Carolina,1.042342201,1076,26488,0,0,0,0
20200528,NC,North Carolina,1.031833685,784,25412,0,0,0,0
20200527,NC,North Carolina,1.02021541,488,24628,0,0,0,0
20200526,NC,North Carolina,1.00734435,176,24140,0,0,0,0
20200525,NC,North Carolina,1.031952459,742,23964,0,0,0,0
20200524,NC,North Carolina,1.021870187,497,23222,0,0,0,0
20200523,NC,North Carolina,1.051207327,1107,22725,0,0,0,0
20200522,NC,North Carolina,1.036337488,758,21618,0,0,0,1
20200521,NC,North Carolina,1.036676275,738,20860,0,0,0,1
20200520,NC,North Carolina,1.02142132,422,20122,0,0,0,1
20200519,NC,North Carolina,1.035588498,677,19700,0,0,0,1
20200518,NC,North Carolina,1.027603717,511,19023,0,0,0,1
20200517,NC,North Carolina,1.029473918,530,18512,0,0,0,1
20200516,NC,North Carolina,1.049798587,853,17982,0,0,0,1
20200515,NC,North Carolina,1.037680984,622,17129,0,0,0,1
20200514,NC,North Carolina,1.043689934,691,16507,0,0,0,1
20200513,NC,North Carolina,1.030626873,470,15816,0,0,0,1
20200512,NC,North Carolina,1.020006647,301,15346,0,0,0,1
20200511,NC,North Carolina,1.019032782,281,15045,0,0,0,1
20200510,NC,North Carolina,1.028133705,404,14764,0,0,0,1
20200509,NC,North Carolina,1.035477358,492,14360,0,0,0,1
20200508,NC,North Carolina,1.035157125,471,13868,0,0,0,1
20200507,NC,North Carolina,1.05008622,639,13397,1,0,0,1
20200506,NC,North Carolina,1.04095953,502,12758,1,0,0,1
20200505,NC,North Carolina,1.034436192,408,12256,1,0,0,1
20200504,NC,North Carolina,1.015775034,184,11848,1,0,0,1
20200503,NC,North Carolina,1.013467721,155,11664,1,0,0,1
20200502,NC,North Carolina,1.053648265,586,11509,1,0,0,1
20200501,NC,North Carolina,1.039394804,414,10923,1,0,0,1
20200430,NC,North Carolina,1.056393245,561,10509,1,0,0,1
20200429,NC,North Carolina,1.039715719,380,9948,1,0,0,1
20200428,NC,North Carolina,1.046598119,426,9568,1,0,0,1
20200427,NC,North Carolina,1.035334088,312,9142,1,0,0,1
20200426,NC,North Carolina,1.024005567,207,8830,1,0,0,1
20200425,NC,North Carolina,1.070914059,571,8623,1,0,0,1
20200424,NC,North Carolina,1.058359621,444,8052,1,0,0,1
20200423,NC,North Carolina,1.053739612,388,7608,1,0,0,1
20200422,NC,North Carolina,1.038699468,269,7220,1,0,0,1
20200421,NC,North Carolina,1.027646363,187,6951,1,0,0,1
20200420,NC,North Carolina,1.041737256,271,6764,1,0,0,1
20200419,NC,North Carolina,1.057491857,353,6493,1,0,0,1
20200418,NC,North Carolina,1.047960403,281,6140,1,0,0,1
20200417,NC,North Carolina,1.072095151,394,5859,1,0,0,1
20200416,NC,North Carolina,1.066757759,342,5465,1,0,0,1
20200415,NC,North Carolina,1.019705414,99,5123,1,0,0,1
20200414,NC,North Carolina,1.043189369,208,5024,1,0,0,1
20200413,NC,North Carolina,1.065486726,296,4816,1,0,0,1
20200412,NC,North Carolina,1.048237477,208,4520,1,0,0,1
20200411,NC,North Carolina,1.103377687,404,4312,1,0,0,1
20200410,NC,North Carolina,1.070391674,257,3908,1,0,0,1
20200409,NC,North Carolina,1.065674256,225,3651,1,0,0,1
20200408,NC,North Carolina,1.063644831,205,3426,1,0,0,1
20200407,NC,North Carolina,1.122299652,351,3221,1,0,0,1
20200406,NC,North Carolina,1.110251451,285,2870,1,0,0,1
20200405,NC,North Carolina,1.076186511,183,2585,1,0,0,1
20200404,NC,North Carolina,1.147634974,309,2402,1,0,0,1
20200403,NC,North Carolina,1.127086699,236,2093,1,0,0,1
20200402,NC,North Carolina,1.172348485,273,1857,1,0,0,1
20200401,NC,North Carolina,1.05740988,86,1584,1,0,0,1
20200331,NC,North Carolina,1.14613619,191,1498,1,0,0,1
20200330,NC,North Carolina,1.256730769,267,1307,1,0,0,1
20200329,NC,North Carolina,1.112299465,105,1040,0,0,0,1
20200328,NC,North Carolina,1.22542595,172,935,0,0,0,1
20200327,NC,North Carolina,1.199685535,127,763,0,0,0,1
20200326,NC,North Carolina,1.261904762,132,636,0,0,0,1
20200325,NC,North Carolina,1.266331658,106,504,0,0,0,1
20200324,NC,North Carolina,1.34006734,101,398,0,0,0,1
20200323,NC,North Carolina,1.164705882,42,297,0,0,0,1
20200322,NC,North Carolina,1.385869565,71,255,0,0,0,1
20200321,NC,North Carolina,1.343065693,47,184,0,0,0,1
20200320,NC,North Carolina,1.412371134,40,137,0,0,0,1
20200319,NC,North Carolina,1.53968254,34,97,0,0,0,1
20200318,NC,North Carolina,1.575,23,63,0,0,0,1
20200317,NC,North Carolina,1.212121212,7,40,0,0,0,0
20200316,NC,North Carolina,1.03125,1,33,0,0,0,0
20200315,NC,North Carolina,1.391304348,9,32,0,0,0,0
20200314,NC,North Carolina,1.533333333,8,23,0,0,0,0
20200604,ND,North Dakota,1.010078387,27,2706,0,0,1,0
20200603,ND,North Dakota,1.012471655,33,2679,0,0,1,0
20200602,ND,North Dakota,1.008,21,2646,0,0,1,0
20200601,ND,North Dakota,1.01862631,48,2625,0,0,1,0
20200531,ND,North Dakota,1.009005482,23,2577,0,0,1,0
20200530,ND,North Dakota,1.013492063,34,2554,0,0,1,0
20200529,ND,North Dakota,1.015719468,39,2520,0,0,1,0
20200528,ND,North Dakota,1.017220172,42,2481,0,0,1,0
20200527,ND,North Dakota,1.007018993,17,2439,0,0,1,0
20200526,ND,North Dakota,0.985754986,-35,2422,0,0,1,0
20200525,ND,North Dakota,1.016129032,39,2457,0,0,1,0
20200524,ND,North Dakota,1.022410148,53,2418,0,0,1,0
20200523,ND,North Dakota,1.020716444,48,2365,0,0,1,0
20200522,ND,North Dakota,1.039479587,88,2317,0,0,1,0
20200521,ND,North Dakota,1.063961814,134,2229,0,0,1,0
20200520,ND,North Dakota,1.050651956,101,2095,0,0,1,0
20200519,ND,North Dakota,1.032625583,63,1994,0,0,1,0
20200518,ND,North Dakota,1.016315789,31,1931,0,0,1,0
20200517,ND,North Dakota,1.028138528,52,1900,0,0,1,0
20200516,ND,North Dakota,1.049403748,87,1848,0,0,1,0
20200515,ND,North Dakota,1.069216758,114,1761,0,0,1,0
20200514,ND,North Dakota,1,0,1647,0,0,1,0
20200513,ND,North Dakota,1.04837683,76,1647,0,0,1,0
20200512,ND,North Dakota,1.034914361,53,1571,0,0,1,0
20200511,ND,North Dakota,1.018108652,27,1518,0,0,1,0
20200510,ND,North Dakota,1.018442623,27,1491,0,0,1,0
20200509,ND,North Dakota,1.027368421,39,1464,0,0,1,0
20200508,ND,North Dakota,1.039387309,54,1425,0,0,1,0
20200507,ND,North Dakota,1.036281179,48,1371,0,0,1,0
20200506,ND,North Dakota,1.045023697,57,1323,0,0,1,0
20200505,ND,North Dakota,1.033469388,41,1266,0,0,1,0
20200504,ND,North Dakota,1.028547439,34,1225,0,0,1,0
20200503,ND,North Dakota,1.032957502,38,1191,0,0,1,0
20200502,ND,North Dakota,1.041553749,46,1153,0,0,1,0
20200501,ND,North Dakota,1.037488285,40,1107,0,0,1,0
20200430,ND,North Dakota,1.032913843,34,1067,0,0,1,1
20200429,ND,North Dakota,1.042381433,42,1033,0,0,1,1
20200428,ND,North Dakota,1.052016985,49,991,0,0,1,1
20200427,ND,North Dakota,1.08650519,75,942,0,0,1,1
20200426,ND,North Dakota,1.079701121,64,867,0,0,1,1
20200425,ND,North Dakota,1.073529412,55,803,0,0,1,1
20200424,ND,North Dakota,1.055007052,39,748,0,0,1,1
20200423,ND,North Dakota,1.044182622,30,709,0,0,1,1
20200422,ND,North Dakota,1.054347826,35,679,0,0,1,1
20200421,ND,North Dakota,1.027113238,17,644,0,0,1,1
20200420,ND,North Dakota,1.071794872,42,627,0,0,1,1
20200419,ND,North Dakota,1.107954545,57,585,0,0,1,1
20200418,ND,North Dakota,1.202733485,89,528,0,0,1,1
20200417,ND,North Dakota,1.117048346,46,439,0,0,1,1
20200416,ND,North Dakota,1.076712329,28,393,0,0,1,1
20200415,ND,North Dakota,1.070381232,24,365,0,0,1,1
20200414,ND,North Dakota,1.03021148,10,341,0,0,1,1
20200413,ND,North Dakota,1.074675325,23,331,0,0,1,1
20200412,ND,North Dakota,1.051194539,15,308,0,0,1,1
20200411,ND,North Dakota,1.053956835,15,293,0,0,1,1
20200410,ND,North Dakota,1.033457249,9,278,0,0,1,1
20200409,ND,North Dakota,1.071713147,18,269,0,0,1,1
20200408,ND,North Dakota,1.05907173,14,251,0,0,1,1
20200407,ND,North Dakota,1.053333333,12,237,0,0,1,1
20200406,ND,North Dakota,1.086956522,18,225,0,0,1,1
20200405,ND,North Dakota,1.112903226,21,207,0,0,1,1
20200404,ND,North Dakota,1.075144509,13,186,0,0,1,1
20200403,ND,North Dakota,1.088050314,14,173,0,0,1,1
20200402,ND,North Dakota,1.11971831,17,159,0,0,1,1
20200401,ND,North Dakota,1.126984127,16,142,0,0,1,1
20200331,ND,North Dakota,1.155963303,17,126,0,0,1,1
20200330,ND,North Dakota,1.112244898,11,109,0,0,1,1
20200329,ND,North Dakota,1.180722892,15,98,0,0,1,1
20200328,ND,North Dakota,1.276923077,18,83,0,0,1,1
20200327,ND,North Dakota,1.25,13,65,0,0,0,1
20200326,ND,North Dakota,1.333333333,13,52,0,0,0,1
20200325,ND,North Dakota,1.147058824,5,39,0,0,0,1
20200324,ND,North Dakota,1.133333333,4,34,0,0,0,1
20200323,ND,North Dakota,1.071428571,2,30,0,0,0,1
20200322,ND,North Dakota,1,0,28,0,0,0,1
20200321,ND,North Dakota,1.4,8,28,0,0,0,1
20200320,ND,North Dakota,1.333333333,5,20,0,0,0,1
20200319,ND,North Dakota,2.5,9,15,0,0,0,0
20200318,ND,North Dakota,2,3,6,0,0,0,0
20200317,ND,North Dakota,3,2,3,0,0,0,0
20200316,ND,North Dakota,1,0,1,0,0,0,0
20200315,ND,North Dakota,1,0,1,0,0,0,0
20200314,ND,North Dakota,1,0,1,0,0,0,0
20200604,NE,Nebraska,1.017452604,255,14866,0,0,0,0
20200603,NE,Nebraska,1.018543046,266,14611,0,0,0,0
20200602,NE,Nebraska,1.017303737,244,14345,0,0,0,0
20200601,NE,Nebraska,1.014095649,196,14101,0,0,0,0
20200531,NE,Nebraska,1.018382891,251,13905,0,0,0,0
20200530,NE,Nebraska,1.029635774,393,13654,0,0,0,0
20200529,NE,Nebraska,1.021963625,285,13261,0,0,0,0
20200528,NE,Nebraska,1.028290673,357,12976,0,0,0,0
20200527,NE,Nebraska,1.021367867,264,12619,0,0,0,0
20200526,NE,Nebraska,1.018213285,221,12355,0,0,0,0
20200525,NE,Nebraska,1.01209442,145,12134,0,0,0,0
20200524,NE,Nebraska,1.028039787,327,11989,0,0,0,0
20200523,NE,Nebraska,1.020743982,237,11662,0,0,0,0
20200522,NE,Nebraska,1.027243302,303,11425,0,0,0,0
20200521,NE,Nebraska,1.025447169,276,11122,0,0,0,0
20200520,NE,Nebraska,1.0208,221,10846,0,0,0,0
20200519,NE,Nebraska,1.026768458,277,10625,0,0,0,0
20200518,NE,Nebraska,1.012524462,128,10348,0,0,0,0
20200517,NE,Nebraska,1.045845272,448,10220,0,0,0,0
20200516,NE,Nebraska,1.037807986,356,9772,0,0,0,0
20200515,NE,Nebraska,1.037575758,341,9416,0,0,0,0
20200514,NE,Nebraska,1.044063507,383,9075,0,0,0,0
20200513,NE,Nebraska,1.013999067,120,8692,0,0,0,0
20200512,NE,Nebraska,1.030907998,257,8572,0,0,0,0
20200511,NE,Nebraska,1.00983726,81,8315,0,0,0,0
20200510,NE,Nebraska,1.051462138,403,8234,0,0,0,0
20200509,NE,Nebraska,1.089151599,641,7831,0,0,0,1
20200508,NE,Nebraska,1.061881554,419,7190,0,0,0,1
20200507,NE,Nebraska,1.051724138,333,6771,0,0,0,1
20200506,NE,Nebraska,1.058359362,355,6438,0,0,0,1
20200505,NE,Nebraska,1.02927242,173,6083,0,0,0,1
20200504,NE,Nebraska,1.10965077,584,5910,0,0,0,1
20200503,NE,Nebraska,1.100868127,488,5326,0,0,0,1
20200502,NE,Nebraska,1.130109787,557,4838,0,0,0,1
20200501,NE,Nebraska,1.131342495,497,4281,0,0,0,1
20200430,NE,Nebraska,1.121517487,410,3784,0,0,0,1
20200429,NE,Nebraska,1.004764741,16,3374,0,0,0,1
20200428,NE,Nebraska,1.108982827,330,3358,0,0,0,1
20200427,NE,Nebraska,1.108345534,296,3028,0,0,0,1
20200426,NE,Nebraska,1.128459314,311,2732,0,0,0,1
20200425,NE,Nebraska,1.139830508,297,2421,0,0,0,1
20200424,NE,Nebraska,1.171538886,311,2124,0,0,0,1
20200423,NE,Nebraska,1.052845528,91,1813,0,0,0,1
20200422,NE,Nebraska,1.044902913,74,1722,0,0,0,1
20200421,NE,Nebraska,1.118046133,174,1648,0,0,0,1
20200420,NE,Nebraska,1.145299145,187,1474,0,0,0,1
20200419,NE,Nebraska,1.130931459,149,1287,0,0,0,1
20200418,NE,Nebraska,1.067542214,72,1138,0,0,0,1
20200417,NE,Nebraska,1.119747899,114,1066,0,0,0,1
20200416,NE,Nebraska,1.056603774,51,952,0,0,0,1
20200415,NE,Nebraska,1.034443169,30,901,0,0,0,1
20200414,NE,Nebraska,1.07002457,57,871,0,0,0,1
20200413,NE,Nebraska,1.029077118,23,814,0,0,0,1
20200412,NE,Nebraska,1.13,91,791,0,0,0,1
20200411,NE,Nebraska,1.102362205,65,700,0,0,0,1
20200410,NE,Nebraska,1.119929453,68,635,0,0,0,1
20200409,NE,Nebraska,1.092485549,48,567,0,0,0,1
20200408,NE,Nebraska,1.161073826,72,519,0,0,0,1
20200407,NE,Nebraska,1.092909535,38,447,0,0,0,1
20200406,NE,Nebraska,1.126721763,46,409,0,0,0,1
20200405,NE,Nebraska,1.130841121,42,363,0,0,0,1
20200404,NE,Nebraska,1.150537634,42,321,0,0,0,1
20200403,NE,Nebraska,1.134146341,33,279,0,0,0,1
20200402,NE,Nebraska,1.171428571,36,246,0,0,0,1
20200401,NE,Nebraska,1.220930233,38,210,0,0,0,1
20200331,NE,Nebraska,1.186206897,27,172,0,0,0,1
20200330,NE,Nebraska,1.342592593,37,145,0,0,0,1
20200329,NE,Nebraska,1.125,12,108,0,0,0,1
20200328,NE,Nebraska,1.129411765,11,96,0,0,0,1
20200327,NE,Nebraska,1.164383562,12,85,0,0,0,1
20200326,NE,Nebraska,1.196721311,12,73,0,0,0,1
20200325,NE,Nebraska,1.173076923,9,61,0,0,0,1
20200324,NE,Nebraska,1.04,2,52,0,0,0,1
20200323,NE,Nebraska,1.041666667,2,50,0,0,0,1
20200322,NE,Nebraska,1.263157895,10,48,0,0,0,1
20200321,NE,Nebraska,1.1875,6,38,0,0,0,1
20200320,NE,Nebraska,1.185185185,5,32,0,0,0,1
20200319,NE,Nebraska,1.125,3,27,0,0,0,1
20200318,NE,Nebraska,1.142857143,3,24,0,0,0,1
20200317,NE,Nebraska,1.166666667,3,21,0,0,0,0
20200316,NE,Nebraska,1.058823529,1,18,0,0,0,0
20200315,NE,Nebraska,1.214285714,3,17,0,0,0,0
20200314,NE,Nebraska,1.076923077,1,14,0,0,0,0
20200604,NH,New Hampshire,1.00968625,46,4795,0,0,1,0
20200603,NH,New Hampshire,1.013660619,64,4749,0,0,1,0
20200602,NH,New Hampshire,1.007310256,34,4685,0,0,1,0
20200601,NH,New Hampshire,1.023322332,106,4651,0,0,1,0
20200531,NH,New Hampshire,1.011798753,53,4545,0,0,1,0
20200530,NH,New Hampshire,1.024167807,106,4492,0,0,1,0
20200529,NH,New Hampshire,1.023331778,100,4386,0,0,1,0
20200528,NH,New Hampshire,1.012999291,55,4286,0,0,1,0
20200527,NH,New Hampshire,1.008101025,34,4231,0,0,1,0
20200526,NH,New Hampshire,1.011569053,48,4197,0,0,1,0
20200525,NH,New Hampshire,1.014673514,60,4149,0,0,1,0
20200524,NH,New Hampshire,1,0,4089,0,0,1,0
20200523,NH,New Hampshire,1.039135959,154,4089,0,0,1,0
20200522,NH,New Hampshire,1.017321613,67,3935,0,0,1,0
20200521,NH,New Hampshire,1.039505509,147,3868,0,0,1,0
20200520,NH,New Hampshire,1.018893757,69,3721,0,0,1,0
20200519,NH,New Hampshire,1.015572859,56,3652,0,0,1,0
20200518,NH,New Hampshire,1.011248594,40,3596,0,0,1,0
20200517,NH,New Hampshire,1.026558891,92,3556,0,0,1,1
20200516,NH,New Hampshire,1,0,3464,0,0,1,1
20200515,NH,New Hampshire,1.050015156,165,3464,0,0,1,1
20200514,NH,New Hampshire,1.018524236,60,3299,0,0,1,1
20200513,NH,New Hampshire,1.025,79,3239,0,0,1,1
20200512,NH,New Hampshire,1,0,3160,0,0,1,1
20200511,NH,New Hampshire,1.049485221,149,3160,0,0,1,1
20200510,NH,New Hampshire,1.021717,64,3011,0,0,1,1
20200509,NH,New Hampshire,1.036581076,104,2947,0,0,1,1
20200508,NH,New Hampshire,1.037591241,103,2843,0,0,1,1
20200507,NH,New Hampshire,1.039453718,104,2740,0,0,1,1
20200506,NH,New Hampshire,1.018547141,48,2636,0,0,1,1
20200505,NH,New Hampshire,1,0,2588,0,0,1,1
20200504,NH,New Hampshire,1.065459037,159,2588,1,0,1,1
20200503,NH,New Hampshire,1.051515152,119,2429,1,0,1,1
20200502,NH,New Hampshire,1.076421249,164,2310,1,0,1,1
20200501,NH,New Hampshire,1.044790652,92,2146,1,0,1,1
20200430,NH,New Hampshire,1.021890547,44,2054,1,0,1,1
20200429,NH,New Hampshire,1.037151703,72,2010,1,0,1,1
20200428,NH,New Hampshire,1.039699571,74,1938,1,0,1,1
20200427,NH,New Hampshire,1.043088976,77,1864,1,0,1,1
20200426,NH,New Hampshire,1.038953488,67,1787,1,0,1,1
20200425,NH,New Hampshire,1.02994012,50,1720,1,0,1,1
20200424,NH,New Hampshire,1.05163728,82,1670,1,0,1,1
20200423,NH,New Hampshire,1.065057009,97,1588,1,0,1,1
20200422,NH,New Hampshire,1,0,1491,1,0,1,1
20200421,NH,New Hampshire,1.07112069,99,1491,1,0,1,1
20200420,NH,New Hampshire,1.037257824,50,1392,1,0,1,1
20200419,NH,New Hampshire,1.042735043,55,1342,1,0,1,1
20200418,NH,New Hampshire,1,0,1287,1,0,1,1
20200417,NH,New Hampshire,1.129938543,148,1287,1,0,1,1
20200416,NH,New Hampshire,1,0,1139,1,0,1,1
20200415,NH,New Hampshire,1.116666667,119,1139,1,0,1,1
20200414,NH,New Hampshire,1.035532995,35,1020,1,0,1,1
20200413,NH,New Hampshire,1.060279871,56,985,1,0,1,1
20200412,NH,New Hampshire,1.049717514,44,929,1,0,1,1
20200411,NH,New Hampshire,1.080586081,66,885,1,0,1,1
20200410,NH,New Hampshire,1.039340102,31,819,1,0,1,1
20200409,NH,New Hampshire,1,0,788,1,0,1,1
20200408,NH,New Hampshire,1.102097902,73,788,1,0,1,1
20200407,NH,New Hampshire,1.068759342,46,715,1,0,1,1
20200406,NH,New Hampshire,1.077294686,48,669,1,0,1,1
20200405,NH,New Hampshire,1.15,81,621,1,0,1,1
20200404,NH,New Hampshire,1.127348643,61,540,1,0,1,1
20200403,NH,New Hampshire,1.154216867,64,479,1,0,1,1
20200402,NH,New Hampshire,1,0,415,1,0,1,1
20200401,NH,New Hampshire,1.321656051,101,415,1,0,1,1
20200331,NH,New Hampshire,1,0,314,1,0,1,1
20200330,NH,New Hampshire,1.46728972,100,314,1,0,1,1
20200329,NH,New Hampshire,1.144385027,27,214,1,0,1,1
20200328,NH,New Hampshire,1.183544304,29,187,1,0,1,1
20200327,NH,New Hampshire,1.153284672,21,158,1,0,0,1
20200326,NH,New Hampshire,1.268518519,29,137,0,0,0,1
20200325,NH,New Hampshire,1.069306931,7,108,0,0,0,1
20200324,NH,New Hampshire,1.294871795,23,101,0,0,0,1
20200323,NH,New Hampshire,1.2,13,78,0,0,0,1
20200322,NH,New Hampshire,1.181818182,10,65,0,0,0,1
20200321,NH,New Hampshire,1.25,11,55,0,0,0,1
20200320,NH,New Hampshire,1.128205128,5,44,0,0,0,1
20200319,NH,New Hampshire,1.5,13,39,0,0,0,1
20200318,NH,New Hampshire,1.529411765,9,26,0,0,0,1
20200317,NH,New Hampshire,1.307692308,4,17,0,0,0,1
20200316,NH,New Hampshire,1,0,13,0,0,0,1
20200315,NH,New Hampshire,1.857142857,6,13,0,0,0,1
20200314,NH,New Hampshire,1.166666667,1,7,0,0,0,1
20200604,NJ,New Jersey,1.002850655,462,162530,1,1,0,1
20200603,NJ,New Jersey,1.003237488,523,162068,1,1,0,1
20200602,NJ,New Jersey,1.003896394,627,161545,1,1,0,1
20200601,NJ,New Jersey,1.002948051,473,160918,1,1,0,1
20200531,NJ,New Jersey,1.005244098,837,160445,1,1,0,1
20200530,NJ,New Jersey,1.00480975,764,159608,1,1,0,1
20200529,NJ,New Jersey,1.006520293,1029,158844,1,1,0,1
20200528,NJ,New Jersey,1.007578466,1187,157815,1,1,0,1
20200527,NJ,New Jersey,1.005546853,864,156628,1,1,0,1
20200526,NJ,New Jersey,1.004332912,672,155764,1,1,0,1
20200525,NJ,New Jersey,1.006084824,938,155092,1,1,0,1
20200524,NJ,New Jersey,1.006858083,1050,154154,1,1,0,1
20200523,NJ,New Jersey,1.00252097,385,153104,1,1,0,1
20200522,NJ,New Jersey,1.008232545,1247,152719,1,1,0,1
20200521,NJ,New Jersey,1.007134356,1073,151472,1,1,0,1
20200520,NJ,New Jersey,1.009301202,1386,150399,1,1,0,1
20200519,NJ,New Jersey,1.006579347,974,149013,1,1,0,1
20200518,NJ,New Jersey,1.011651428,1705,148039,1,1,0,1
20200517,NJ,New Jersey,1.00858094,1245,146334,1,1,0,1
20200516,NJ,New Jersey,1.00822765,1184,145089,1,1,0,1
20200515,NJ,New Jersey,1.008416022,1201,143905,1,1,0,1
20200514,NJ,New Jersey,1.008081379,1144,142704,1,1,0,1
20200513,NJ,New Jersey,1.005804907,817,141560,1,1,0,1
20200512,NJ,New Jersey,1.00570224,798,140743,1,1,0,1
20200511,NJ,New Jersey,1.010199809,1413,139945,1,1,0,1
20200510,NJ,New Jersey,1.010555495,1447,138532,1,1,0,1
20200509,NJ,New Jersey,1.012040988,1631,137085,1,1,0,1
20200508,NJ,New Jersey,1.013611704,1819,135454,1,1,0,1
20200507,NJ,New Jersey,1.013230723,1745,133635,1,1,0,1
20200506,NJ,New Jersey,1.00993162,1297,131890,1,1,0,1
20200505,NJ,New Jersey,1.018118174,2324,130593,1,1,0,1
20200504,NJ,New Jersey,1.012032128,1525,128269,1,1,0,1
